Signature;Name;Title;Position;RiskyMatch;SawyerNo;PASE_ID
"Ego Ælfhere Dux .";"Ælfhere";"Dux";"14";"FALSE";S 790;;
"Ego Oslac Dux .";"Oslac";"Dux";"15";"FALSE";S 790;;
"Ego Æðelwarð minister .";"Æðelwarð";"Minister";"16";"FALSE";S 790;;
"Ego Eanulf minister .";"Eanulf";"Minister";"17";"FALSE";S 790;;
"Ego Ælfsige minister .";"Ælfsige";"Minister";"18";"FALSE";S 790;;
"Ego Wulfgeat minister .";"Wulfgeat";"Minister";"19";"FALSE";S 790;;
"Ego Wynsige minister .";"Wynsige";"Minister";"20";"FALSE";S 790;;
"Ego Ælfhelm minister .";"Ælfhelm";"Minister";"21";"FALSE";S 790;;
"Ego Ælfric minister .";"Ælfric";"Minister";"22";"FALSE";S 790;;
"Ego Wufric minister .";"Wufric";"Minister";"23";"FALSE";S 790;;
"Ego Eadwine minister .";"Eadwine";"Minister";"24";"FALSE";S 790;;
"Ego Ælfsige minister .";"Ælfsige";"Minister";"25";"FALSE";S 790;;
"Ego Edgar rex Anglorum consensi .";"Edgar";"Sovereign";"1";"FALSE";S 791;;
"+ Ego Dunstan archiepiscopus subscripsi cum multis aliis .";"Dunstan";"Archbishop";"2";"FALSE";S 791;;
"+ Ego Eadgar tocius Albionis basileus hoc privilegium tanta roboratum auctoritate crucis taumate confirmavi .";"Eadgar";"unknown";"1";"FALSE";S 792;;
"+ Ego Dunstan Dorovernensis ecclesiae archiepiscopus hoc idem cum tropheo agiae crucis corroboravi .";"Dunstan";"Archbishop";"2";"FALSE";S 792;;
"+ Ego Oswolde Eboracensis ecclesie archiepiscopus subscripsi .";"Oswolde";"Archbishop";"3";"FALSE";S 792;;
"+ Ego Adelwolde episcopus consignavi .";"Adelwolde";"Bishop";"4";"FALSE";S 792;;
"+ Ego Alfstan praesul favi .";"Alfstan";"unknown";"5";"FALSE";S 792;;
"+ Ego Alfstan antistes assensi .";"Alfstan";"unknown";"6";"FALSE";S 792;;
"+ Ego Adulf pontifex concessi .";"Adulf";"unknown";"7";"FALSE";S 792;;
"+ Ego Ascwic abbas non renui .";"Ascwic";"Abbot";"8";"FALSE";S 792;;
"+ Ego Osgar abbas impressi .";"Osgar";"Abbot";"9";"FALSE";S 792;;
"+ Ego Adelgar abbas consensi .";"Adelgar";"Abbot";"10";"FALSE";S 792;;
"+ Ego Ælfhere dux .";"Ælfhere";"Dux";"11";"FALSE";S 792;;
"+ Ego Æþelwine dux .";"Æþelwine";"Dux";"12";"FALSE";S 792;;
"+ Ego Beorhtnod dux .";"Beorhtnod";"Dux";"13";"FALSE";S 792;;
"+ Ego Oslac dux .";"Oslac";"Dux";"14";"FALSE";S 792;;
"+ Ego Æþelard disc' .";"Æþelard";"unknown";"15";"FALSE";S 792;;
"+ Ego Eanulf disc' .";"Eanulf";"unknown";"16";"FALSE";S 792;;
"+ Ego Ælfsige disc' .";"Ælfsige";"unknown";"17";"FALSE";S 792;;
"+ Ego Ælfweard disc' .";"Ælfweard";"unknown";"18";"FALSE";S 792;;
"+ Ego Fr[i]þegist .";"Fr[i]þegist";"None";"19";"FALSE";S 792;;
"+ Ego Þored .";"Þored";"None";"20";"FALSE";S 792;;
"+ Ego Þureferd .";"Þureferd";"None";"21";"FALSE";S 792;;
"+ Ego Ælfhelm .";"Ælfhelm";"None";"22";"FALSE";S 792;;
"+ Ego Friena .";"Friena";"None";"23";"FALSE";S 792;;
"+ Ego Vlf .";"Vlf";"None";"24";"FALSE";S 792;;
"+ Sigeferd .";"Sigeferd";"None";"25";"FALSE";S 792;;
"+ Trump .";"Trump";"None";"26";"FALSE";S 792;;
"+ Vlf .";"Vlf";"None";"27";"FALSE";S 792;;
"+ Þureferd .";"Þureferd";"None";"28";"FALSE";S 792;;
"+ Vlf .";"Vlf";"None";"29";"FALSE";S 792;;
"+ Wulfric .";"Wulfric";"None";"30";"FALSE";S 792;;
"+ Osferd .";"Osferd";"None";"31";"FALSE";S 792;;
"+ Wulfstan .";"Wulfstan";"None";"32";"FALSE";S 792;;
"+ Friþegist .";"Friþegist";"None";"33";"FALSE";S 792;;
"+ Hringulf .";"Hringulf";"None";"34";"FALSE";S 792;;
"+ Alfstan .";"Alfstan";"None";"35";"FALSE";S 792;;
"+ Æþelsige .";"Æþelsige";"None";"36";"FALSE";S 792;;
"+ Leofsige .";"Leofsige";"None";"37";"FALSE";S 792;;
"+ Wlgeat .";"Wlgeat";"None";"38";"FALSE";S 792;;
"+ Aþelmund .";"Aþelmund";"None";"39";"FALSE";S 792;;
"+ Ego Edgar rex Anglorum propria manu signum sancte crucis impressi .";"Edgar";"Sovereign";"1";"FALSE";S 793;;
"+ Ego Dunstan archiepiscopus subscripsi .";"Dunstan";"Archbishop";"2";"FALSE";S 793;;
"+ Ego Oswald archiepiscopus consensi cum multis aliis .";"Oswald";"Archbishop";"3";"FALSE";S 793;;
"+ Ego Eadgar rex praefatam donationem concessi .";"Eadgar";"Sovereign";"1";"FALSE";S 794;;
"+ Ego Dunstan Dorovernensis ecclesie archiepiscopus consignavi .";"Dunstan";"Archbishop";"2";"FALSE";S 794;;
"+ Ego Oswold archiepiscopus confirmavi .";"Oswold";"Archbishop";"3";"FALSE";S 794;;
"+ Ego Aðelwold episcopus corroboravi .";"Aðelwold";"Bishop";"4";"FALSE";S 794;;
"+ Ego Alfwold episcopus consolidavi .";"Alfwold";"Bishop";"5";"FALSE";S 794;;
"+ Ego Ælfstan episcopus consensi .";"Ælfstan";"Bishop";"6";"FALSE";S 794;;
"+ Ego Sideman episcopus non renui .";"Sideman";"Bishop";"7";"FALSE";S 794;;
"+ Ego Ælfstan episcopus conscripsi .";"Ælfstan";"Bishop";"8";"FALSE";S 794;;
"+ Ego Ælfðnyð regina .";"Ælfðnyð";"Queen";"9";"FALSE";S 794;;
"+ Ego Æswi . . . abbas .";"Æswi";"Abbot";"10";"FALSE";S 794;;
"+ Ego Kyn . . . abbas .";"Kyn";"Abbot";"11";"FALSE";S 794;;
"+ Ego Osgar abbas .";"Osgar";"Abbot";"12";"FALSE";S 794;;
"+ Ego Æðelgar abbas .";"Æðelgar";"Abbot";"13";"FALSE";S 794;;
"+ Ego Ælfhere dux .";"Ælfhere";"Dux";"14";"FALSE";S 794;;
"+ Ego Æðelwine dux .";"Æðelwine";"Dux";"15";"FALSE";S 794;;
"+ Ego Byrhtnoð dux .";"Byrhtnoð";"Dux";"16";"FALSE";S 794;;
"+ Ego Oslac dux .";"Oslac";"Dux";"17";"FALSE";S 794;;
"+ Ego Æþelweard minister .";"Æþelweard";"Minister";"18";"FALSE";S 794;;
"+ Ego Ælfsige minister .";"Ælfsige";"Minister";"19";"FALSE";S 794;;
"+ Ego Ælfweard minister .";"Ælfweard";"Minister";"20";"FALSE";S 794;;
"+ Ego Byrhtric minister .";"Byrhtric";"Minister";"21";"FALSE";S 794;;
"+ Ego Leofwine minister .";"Leofwine";"Minister";"22";"FALSE";S 794;;
"+ Ego Eanulf minister .";"Eanulf";"Minister";"23";"FALSE";S 794;;
"+ Ego Eadgar rex Albionis huius doni munificentiam signaculo Sancte crucis inpresso cum constipulatoribus subscriptis roboraui.";"Eadgar";"Sovereign";"1";"FALSE";S 794a;;
"+ Ego Dunstan Archiepiscopus consensi et subscripsi.";"Dunstan";"Archbishop";"2";"FALSE";S 794a;;
"+ Ego Oswald Archiepiscopus consensi et subscripsi.";"Oswald";"Archbishop";"3";"FALSE";S 794a;;
"+ Ego Ælfstan æpiscopus consensi et subscripsi.";"Ælfstan";"Bishop";"4";"FALSE";S 794a;;
"+ Ego Athelwold æpiscopus consensi et subscripsi.";"Athelwold";"Bishop";"5";"FALSE";S 794a;;
"+ Ego Wynsie æpiscopus consensi et subscripsi.";"Wynsie";"Bishop";"6";"FALSE";S 794a;;
"+ Ego Athulf æpiscopus consensi et subscripsi.";"Athulf";"Bishop";"7";"FALSE";S 794a;;
"+ Ego Ælfstan æpiscopus consensi et subscripsi.";"Ælfstan";"Bishop";"8";"FALSE";S 794a;;
"+ Ego Alfwold æpiscopus consensi et subscripsi.";"Alfwold";"Bishop";"9";"FALSE";S 794a;;
"+ Ego Byrhthelm æpiscopus consensi et subscripsi.";"Byrhthelm";"Bishop";"10";"FALSE";S 794a;;
"+ Ego Eadelm æpiscopus consensi et subscripsi.";"Eadelm";"Bishop";"11";"FALSE";S 794a;;
"+ Ego Ælfstan æpiscopus consensi et subscripsi.";"Ælfstan";"Bishop";"12";"FALSE";S 794a;;
"+ Ego Wulfsie æpiscopus consensi et subscripsi.";"Wulfsie";"Bishop";"13";"FALSE";S 794a;;
"+ Ego Theodred æpiscopus consensi et subscripsi.";"Theodred";"Bishop";"14";"FALSE";S 794a;;
"+ Ego Sideman æpiscopus consensi et subscripsi.";"Sideman";"Bishop";"15";"FALSE";S 794a;;
"+ Ego Ælfhere Dux consensi et subscripsi.";"Ælfhere";"Dux";"16";"FALSE";S 794a;;
"+ Ego Æthelwine Dux consensi et subscripsi.";"Æthelwine";"Dux";"17";"FALSE";S 794a;;
"+ Ego Byrhtnoð Dux consensi et subscripsi.";"Byrhtnoð";"Dux";"18";"FALSE";S 794a;;
"+ Ego Æthelweard minister consensi et subscripsi.";"Æthelweard";"Minister";"19";"FALSE";S 794a;;
"+ Ego Eadgar rex prefatam donationem confirmavi .";"Eadgar";"Sovereign";"1";"FALSE";S 795;;
"Ego Ælfðryð regina consensi .";"Ælfðryð";"Queen";"2";"FALSE";S 795;;
"+ Ego Dunstan Dorobernensis archiepiscopus corroboravi .";"Dunstan";"Archbishop";"3";"FALSE";S 795;;
"+ Ego Oswold Eboracensis archiepiscopus consolidavi .";"Oswold";"Archbishop";"4";"FALSE";S 795;;
"+ Ego Aðelwold episcopus consensi .";"Aðelwold";"Bishop";"5";"FALSE";S 795;;
"+ Ego Ælfstan episcopus consensi .";"Ælfstan";"Bishop";"6";"FALSE";S 795;;
"+ Ego Alfwold episcopus consensi .";"Alfwold";"Bishop";"7";"FALSE";S 795;;
"+ Ego Ælfstan episcopus consensi .";"Ælfstan";"Bishop";"8";"FALSE";S 795;;
"+ Ego Cynewerd episcopus consensi .";"Cynewerd";"Bishop";"9";"FALSE";S 795;;
"+ Ego Ælfstan episcopus consensi .";"Ælfstan";"Bishop";"10";"FALSE";S 795;;
"+ Ego Eadelm episcopus consensi .";"Eadelm";"Bishop";"11";"FALSE";S 795;;
"+ Ego episcopus consensi .";"None";"Bishop";"12";"FALSE";S 795;;
"+ Ego Sideman episcopus consensi .";"Sideman";"Bishop";"13";"FALSE";S 795;;
"+ Ego Aðulf episcopus consensi .";"Aðulf";"Bishop";"14";"FALSE";S 795;;
"+ Ego Þeodred episcopus consensi .";"Þeodred";"Bishop";"15";"FALSE";S 795;;
"+ Ego Wulfsige episcopus consensi .";"Wulfsige";"Bishop";"16";"FALSE";S 795;;
"+ Ego Ælfric abbas .";"Ælfric";"Abbot";"17";"FALSE";S 795;;
"+ Ego Æscwig abbas .";"Æscwig";"Abbot";"18";"FALSE";S 795;;
"+ Ego Osgar abbas .";"Osgar";"Abbot";"19";"FALSE";S 795;;
"+ Ego Æðelgar abbas .";"Æðelgar";"Abbot";"20";"FALSE";S 795;;
"+ Ego Ælfnoð abbas .";"Ælfnoð";"Abbot";"21";"FALSE";S 795;;
"+ Ego Sigar abbas .";"Sigar";"Abbot";"22";"FALSE";S 795;;
"+ Ego Ælfheh abbas .";"Ælfheh";"Abbot";"23";"FALSE";S 795;;
"+ Ego Byrhteh abbas .";"Byrhteh";"Abbot";"24";"FALSE";S 795;;
"+ Ego Godwine abbas .";"Godwine";"Abbot";"25";"FALSE";S 795;;
"+ Ego Leofric abbas .";"Leofric";"Abbot";"26";"FALSE";S 795;;
"+ Ego Æðelsige abbas .";"Æðelsige";"Abbot";"27";"FALSE";S 795;;
"+ Ego Oswerd abbas .";"Oswerd";"Abbot";"28";"FALSE";S 795;;
"+ Ego Ælfhere dux .";"Ælfhere";"Dux";"29";"FALSE";S 795;;
"+ Ego Æðelwine dux .";"Æðelwine";"Dux";"30";"FALSE";S 795;;
"+ Ego Byrhtnoð dux .";"Byrhtnoð";"Dux";"31";"FALSE";S 795;;
"+ Ego Oslac dux .";"Oslac";"Dux";"32";"FALSE";S 795;;
"+ Ego Ælfwerd minister .";"Ælfwerd";"Minister";"33";"FALSE";S 795;;
"+ Ego Æðelwerd minister .";"Æðelwerd";"Minister";"34";"FALSE";S 795;;
"+ Ego Eanulf minister .";"Eanulf";"Minister";"35";"FALSE";S 795;;
"+ Ego Ælfsige minister .";"Ælfsige";"Minister";"36";"FALSE";S 795;;
"+ Ego Æðelmær minister .";"Æðelmær";"Minister";"37";"FALSE";S 795;;
"+ Ego Leofwine minister .";"Leofwine";"Minister";"38";"FALSE";S 795;;
"+ Ego Æðelwerd minister .";"Æðelwerd";"Minister";"39";"FALSE";S 795;;
"+ Ego Wulfstan minister .";"Wulfstan";"Minister";"40";"FALSE";S 795;;
"+ Ego Byrhtmær minister .";"Byrhtmær";"Minister";"41";"FALSE";S 795;;
"+ Ego Æðelsige minister .";"Æðelsige";"Minister";"42";"FALSE";S 795;;
"+ Ego Eadgar rex uexilliferi signo trophei proprium datum corroboraui.";"Eadgar";"Sovereign";"1";"FALSE";S 796;;
"+ Ego Dunstan archipastor salutifere stigmate gabuli consensi et subscripsi.";"Dunstan";"Archbishop";"2";"FALSE";S 796;;
"+ Ego Oswald antistes uiuifici signaculo triumphi idem adstipulaui.";"Oswald";"unknown";"3";"FALSE";S 796;;
"+ Ego Æthelwold presul taumatico crucis sigillo illud confirmaui.";"Æthelwold";"unknown";"4";"FALSE";S 796;;
"+ Nos tres uniformi proprio Ælfstani appellatiuo uocitamine episcopi consignauimus.";"Ælfstani";"Bishop";"5";"FALSE";S 796;;
"+ Ego Byrhthelm geminique Ælwoldi episcopi consensimus et subscripsimus.";"Byrhthelm";"Bishop";"6";"FALSE";S 796;;
"+ Ego Ælfhere dux consensi et subscripsi.";"Ælfhere";"Dux";"7";"FALSE";S 796;;
"+ Ego Æþelwine dux consensi et subscripsi.";"Æþelwine";"Dux";"8";"FALSE";S 796;;
"+ Ego Byrhtnoð dux consensi et subscripsi.";"Byrhtnoð";"Dux";"9";"FALSE";S 796;;
"+ Ego Oslac comes et prefectus consensi et subscripsi.";"Oslac";"Comes";"10";"FALSE";S 796;;
"+ Ego Wulfstan prefectus consensi et subscripsi.";"Wulfstan";"unknown";"11";"FALSE";S 796;;
"+ Ego Æþelwerd fraterque meus Ælfwerd ministri consensimus et subscripsimus.";"Æþelwerd";"Minister";"12";"FALSE";S 796;;
"+ Ego Eadulf consensi et subscripsi.";"Eadulf";"None";"13";"FALSE";S 796;;
"+ Ego Edgarus totius Albionis finitimorumque regum basileus , cum signo sanctæ crucis istud chirographum confirmavi .";"Edgarus";"unknown";"1";"FALSE";S 797;;
"+ Ego Dunstanus Dorobernensis archiepiscopus istud donum regium agiæ crucis trophæo corroboravi .";"Dunstanus";"Archbishop";"2";"FALSE";S 797;;
"Signum Edgari ⁊ serenissimi Anglorum imperatoris";"Edgari";"unknown";"1";"FALSE";S 798;;
"Signum Edwardi ejusdem Regis filii";"Edwardi";"Aetheling";"2";"FALSE";S 798;;
"Signum Athelredi fratris ejus";"Athelredi";"None";"3";"FALSE";S 798;;
"Ego Dunstanus . Dorobernensis archiepiscopus confirmavi";"Dunstanus";"Archbishop";"4";"FALSE";S 798;;
"Ego Oswaldus Eboracensis archipresul corroboravi";"Oswaldus";"Archbishop";"5";"FALSE";S 798;;
"Ego Ælfstanus Londoniensis episcopus consolidavi";"Ælfstanus";"Bishop";"6";"FALSE";S 798;;
"Ego Æthelwoldus Wintoniensis episcopus comodum duxi";"Æthelwoldus";"Bishop";"7";"FALSE";S 798;;
"Ego Ælfnothus Dorocensis episcopus conclusi";"Ælfnothus";"Bishop";"8";"FALSE";S 798;;
"Ego Ælfstanus Refensis episcopus consigillavi";"Ælfstanus";"Bishop";"9";"FALSE";S 798;;
"Ego Ælfgarus Wintoniensis episcopus amen dixi";"Ælfgarus";"Bishop";"10";"FALSE";S 798;;
"Ego Elsinus Abbas cum coabbatibus meis ⁊ presbiteris infractores huius firmitatis excommunicavi";"Elsinus";"Abbot";"11";"FALSE";S 798;;
"Ego Elwynus Alderman hoc meum desiderium ad perfectum Deo suffragatore usque perduxi";"Elwynus Alderman";"None";"12";"FALSE";S 798;;
"Px Rege Regum ⁊ domino dominancium in eternum ⁊ ultra omnipotententer ubique regnante";"None";"Sovereign";"13";"FALSE";S 798;;
"+ . Signum Ædgari incliti ⁊ serenissimi Anglorum imperatoris";"Ædgari";"unknown";"14";"FALSE";S 798;;
"+ . Signum Æadwardi ejusdem regis filii";"Æadwardi";"Aetheling";"15";"FALSE";S 798;;
"+ . Signum Æþælredi fratris ejus";"Æþælredi";"None";"16";"FALSE";S 798;;
"+ . Ego Dunstanus Dorobernensis sedis archiepiscopus confirmavi";"Dunstanus";"Archbishop";"17";"FALSE";S 798;;
"+ . Ego Oswaldus Eboracensis ecclesie archipresul corroboravi";"Oswaldus";"Archbishop";"18";"FALSE";S 798;;
"+ . Ego Ælfstanus Lundonie episcopus consolidavi";"Ælfstanus";"Bishop";"19";"FALSE";S 798;;
"+ . Ego Aþelwoldus presul Wintoniensis commodum duxi";"Aþelwoldus";"unknown";"20";"FALSE";S 798;;
"+ . Ego Ælfnothus Dorccensis ecclesie episcopus conclusi";"Ælfnothus";"Bishop";"21";"FALSE";S 798;;
"+ . Ego Ælfstanus Rofensis episcopius consigillavi";"Ælfstanus";"Bishop";"22";"FALSE";S 798;;
"+ . Ego Ælfgarus Wiltuniensis episcopus amen dixi";"Ælfgarus";"Bishop";"23";"FALSE";S 798;;
"+ . Ego Æscwius abbas";"Æscwius";"Abbot";"24";"FALSE";S 798;;
"+ . Ego Osgar abbas";"Osgar";"Abbot";"25";"FALSE";S 798;;
"+ . Ego Ælfricus abbas";"Ælfricus";"Abbot";"26";"FALSE";S 798;;
"+ . Ego Æþelgar abbas";"Æþelgar";"Abbot";"27";"FALSE";S 798;;
"+ . Ego Ælfeah abbas";"Ælfeah";"Abbot";"28";"FALSE";S 798;;
"+ . Ego Flodbriht abbas";"Flodbriht";"Abbot";"29";"FALSE";S 798;;
"+ . Ego Germanus abbas";"Germanus";"Abbot";"30";"FALSE";S 798;;
"+ . Ego Ailwinus ældorman hoc meum desiderium ad perfectum Deo suffragatore usque perduxi";"Ailwinus ældorman";"unknown";"31";"FALSE";S 798;;
"+ . Ego Ælfwold dux";"Ælfwold";"Dux";"32";"FALSE";S 798;;
"+ . Ego Eþelstan dux";"Eþelstan";"Dux";"33";"FALSE";S 798;;
"+ . Ego Ælfere dux";"Ælfere";"Dux";"34";"FALSE";S 798;;
"+ . Ego Oslac dux";"Oslac";"Dux";"35";"FALSE";S 798;;
"+ . Ego Brihtnoþ dux";"Brihtnoþ";"Dux";"36";"FALSE";S 798;;
"+ . Ego Æþelweard dux";"Æþelweard";"Dux";"37";"FALSE";S 798;;
"+ . Ego Wulstan presbiter";"Wulstan";"Priest";"38";"FALSE";S 798;;
"+ . Ego Leoffa presbiter";"Leoffa";"Priest";"39";"FALSE";S 798;;
"+ . Ego ˝ured presbiter";"˝ured";"Priest";"40";"FALSE";S 798;;
"+ . Ego Sideman presbiter";"Sideman";"Priest";"41";"FALSE";S 798;;
"+ . Ego Wulfhere presbiter";"Wulfhere";"Priest";"42";"FALSE";S 798;;
"+ . Ego Æþelfsi presbiter cum supradictis ⁊ aliis quamplurimis presbiteris infractores huius firmitatis excommunicavi";"Æþelfsi";"Priest";"43";"FALSE";S 798;;
"Ego Eadgarus rex Anglorum prefatam donationem sub sigillo sancte crucis indeclinabiliter consensi atque roboravi";"Eadgarus";"Sovereign";"1";"FALSE";S 799;;
"Ego Dunstanus Dorobornensis ecclesie archiepiscopus ejusdem regis principatum et benivolentiam sub sigillo sancte crucis conclusi";"Dunstanus";"Archbishop";"2";"FALSE";S 799;;
"Ego Oswald archons divine servitutis offitio mancipatus Eborace civitatis archiepiscopus sigillum sancte crucis impressi";"Oswald";"Archbishop";"3";"FALSE";S 799;;
"Ego Aþelwold Wintoniensis ecclesie episcopus testudinem sancte crucis subscripsi et confirmavi";"Aþelwold";"Bishop";"4";"FALSE";S 799;;
"Ego Aelfstan Lundoniensis ecclesie episcopus corroboravi";"Aelfstan";"Bishop";"5";"FALSE";S 799;;
"Ego Wynsige episcopus consensum prebui figens crucem";"Wynsige";"Bishop";"6";"FALSE";S 799;;
"Ego Aelfstan Wiltuniensis ecclesie episcopus donum regis confirmavi";"Aelfstan";"Bishop";"7";"FALSE";S 799;;
"Ego Alfwold episcopus crucis vexillo corroboravi";"Alfwold";"Bishop";"8";"FALSE";S 799;;
"Ego Brihtelm episcopus confirmavi vexillum crucis";"Brihtelm";"Bishop";"9";"FALSE";S 799;;
"Ego Sideman episcopus crucis modum depinxi";"Sideman";"Bishop";"10";"FALSE";S 799;;
"Aelfric abbas";"Aelfric";"Abbot";"11";"FALSE";S 799;;
"Aescwig abbas";"Aescwig";"Abbot";"12";"FALSE";S 799;;
"Osgar abbas";"Osgar";"Abbot";"13";"FALSE";S 799;;
"Cyneweard abbas";"Cyneweard";"Abbot";"14";"FALSE";S 799;;
"Aeþelgar abbas";"Aeþelgar";"Abbot";"15";"FALSE";S 799;;
"Aelfnoð abbas";"Aelfnoð";"Abbot";"16";"FALSE";S 799;;
"Aelfheah abbas";"Aelfheah";"Abbot";"17";"FALSE";S 799;;
"Erihteah abbas";"Erihteah";"Abbot";"18";"FALSE";S 799;;
"Godwine abbas";"Godwine";"Abbot";"19";"FALSE";S 799;;
"Osweard abbas";"Osweard";"Abbot";"20";"FALSE";S 799;;
"Aelfhere dux";"Aelfhere";"Dux";"21";"FALSE";S 799;;
"Islac dux";"Islac";"Dux";"22";"FALSE";S 799;;
"Aeþelwine dux";"Aeþelwine";"Dux";"23";"FALSE";S 799;;
"Beorhtnoð dux";"Beorhtnoð";"Dux";"24";"FALSE";S 799;;
"Hanulf minister";"Hanulf";"Minister";"25";"FALSE";S 799;;
"Aelfweard minister";"Aelfweard";"Minister";"26";"FALSE";S 799;;
"Aeþelweard minister";"Aeþelweard";"Minister";"27";"FALSE";S 799;;
"Welfsige minister";"Welfsige";"Minister";"28";"FALSE";S 799;;
"Wulfgeat minister";"Wulfgeat";"Minister";"29";"FALSE";S 799;;
"Aelfhelm minister";"Aelfhelm";"Minister";"30";"FALSE";S 799;;
"Osweard minister";"Osweard";"Minister";"31";"FALSE";S 799;;
"Ealdred minister";"Ealdred";"Minister";"32";"FALSE";S 799;;
"Wulfgar minister";"Wulfgar";"Minister";"33";"FALSE";S 799;;
"Leofwine minister";"Leofwine";"Minister";"34";"FALSE";S 799;;
"Beorhtwold minister";"Beorhtwold";"Minister";"35";"FALSE";S 799;;
"Aelfric minister";"Aelfric";"Minister";"36";"FALSE";S 799;;
"Wulfric minister";"Wulfric";"Minister";"37";"FALSE";S 799;;
"Crihtric minister";"Crihtric";"Minister";"38";"FALSE";S 799;;
"Leofa minister";"Leofa";"Minister";"39";"FALSE";S 799;;
"Aelfstan minister";"Aelfstan";"Minister";"40";"FALSE";S 799;;
"+ Ego Eadgar Rex præfatum donationem concessi .";"Eadgar";"Sovereign";"1";"FALSE";S 800;;
"+ Ego Dunstan Dorovernensis ecclesie archiepiscopus consignavi .";"Dunstan";"Archbishop";"2";"FALSE";S 800;;
"+ Ego Aþelwold episcopus confirmavi .";"Aþelwold";"Bishop";"3";"FALSE";S 800;;
"+ Ego Ælfwold episcopus corroboravi .";"Ælfwold";"Bishop";"4";"FALSE";S 800;;
"+ Ego Ælfstan episcopus consolidavi .";"Ælfstan";"Bishop";"5";"FALSE";S 800;;
"+ Ego Sideman episcopus consensi .";"Sideman";"Bishop";"6";"FALSE";S 800;;
"+ Ego Ælfstan episcopus adquievi .";"Ælfstan";"Bishop";"7";"FALSE";S 800;;
"+ Ego Aþulf episcopus non renui .";"Aþulf";"Bishop";"8";"FALSE";S 800;;
"+ Ego Ælfryð Regina .";"Ælfryð";"Queen";"9";"FALSE";S 800;;
"+ Ego Æscwig abbas .";"Æscwig";"Abbot";"10";"FALSE";S 800;;
"+ Ego Osgar abbas .";"Osgar";"Abbot";"11";"FALSE";S 800;;
"+ Ego Æðelgar abbas .";"Æðelgar";"Abbot";"12";"FALSE";S 800;;
"+ Ego Ælfric abbas .";"Ælfric";"Abbot";"13";"FALSE";S 800;;
"+ Ego Godwine abbas .";"Godwine";"Abbot";"14";"FALSE";S 800;;
"+ Ego Ælfhere Dux .";"Ælfhere";"Dux";"15";"FALSE";S 800;;
"+ Ego Æþelwine Dux .";"Æþelwine";"Dux";"16";"FALSE";S 800;;
"+ Ego Byrthnoð Dux .";"Byrthnoð";"Dux";"17";"FALSE";S 800;;
"+ Ego Oslac Dux .";"Oslac";"Dux";"18";"FALSE";S 800;;
"+ Ego Æþelweard Dux .";"Æþelweard";"Dux";"19";"FALSE";S 800;;
"+ Ego Ælfsige Dux .";"Ælfsige";"Dux";"20";"FALSE";S 800;;
"+ Ego Ælfweard minister .";"Ælfweard";"Minister";"21";"FALSE";S 800;;
"+ Ego Leofwine minister .";"Leofwine";"Minister";"22";"FALSE";S 800;;
"+ Ego Ælfric minister .";"Ælfric";"Minister";"23";"FALSE";S 800;;
"+ Ego Eanulf minister .";"Eanulf";"Minister";"24";"FALSE";S 800;;
"+ Ego Æþelweard minister .";"Æþelweard";"Minister";"25";"FALSE";S 800;;
"+ Ego Leofa minister .";"Leofa";"Minister";"26";"FALSE";S 800;;
"+ Ego . Eadgar . rex præfatum donationem consensi .";"Eadgar";"Sovereign";"1";"FALSE";S 801;;
"+ Ego . Dunstan . Dorovernensis æcclesiæ archiepiscopus consignavi .";"Dunstan";"Archbishop";"2";"FALSE";S 801;;
"+ Ego . Oswold Eboracensis æcclesiæ archiepiscopus confirmavi .";"Oswold";"Archbishop";"3";"FALSE";S 801;;
"+ Ego . Aþelwold . episcopus concessi .";"Aþelwold";"Bishop";"4";"FALSE";S 801;;
"+ Ego . Alfwold . episcopus confirmavi .";"Alfwold";"Bishop";"5";"FALSE";S 801;;
"+ Ego . Ælfstan . episcopus corroboravi .";"Ælfstan";"Bishop";"6";"FALSE";S 801;;
"+ Ego . Wynsige . episcopus consolidavi .";"Wynsige";"Bishop";"7";"FALSE";S 801;;
"+ Ego . Aþulf . episcopus adquievi .";"Aþulf";"Bishop";"8";"FALSE";S 801;;
"+ Ego . Sydeman . episcopus adfirmavi .";"Sydeman";"Bishop";"9";"FALSE";S 801;;
"+ Ego . Ælfþryþ . regina .";"Ælfþryþ";"Queen";"10";"FALSE";S 801;;
"+ Ego . Æscwig . abbod .";"Æscwig";"Abbot";"11";"FALSE";S 801;;
"+ Ego . Ælfric . abbod .";"Ælfric";"Abbot";"12";"FALSE";S 801;;
"+ Ego . Osgar . abbod .";"Osgar";"Abbot";"13";"FALSE";S 801;;
"+ Ego . Æþelgar . abbod .";"Æþelgar";"Abbot";"14";"FALSE";S 801;;
"+ Ego . Sigar . abbod .";"Sigar";"Abbot";"15";"FALSE";S 801;;
"+ Ego . Ælfhere . dux .";"Ælfhere";"Dux";"16";"FALSE";S 801;;
"+ Ego . Æþelwine dux .";"Æþelwine";"Dux";"17";"FALSE";S 801;;
"+ Ego . Oslac . dux .";"Oslac";"Dux";"18";"FALSE";S 801;;
"+ Ego . Byrhtnoþ . dux .";"Byrhtnoþ";"Dux";"19";"FALSE";S 801;;
"+ Ego . Ælfweard . minister .";"Ælfweard";"Minister";"20";"FALSE";S 801;;
"+ Ego . Æþelweard minister .";"Æþelweard";"Minister";"21";"FALSE";S 801;;
